                            95%-CI
YE_Abbott  0.3761 [0.3243; 0.4280]
RE_Gibert         0.2 RE13
RE_Schmidt        0.2 RE13
RE_Abbott         0.2 RE15
RE_Gibert         0.2 RE15
RE_Schmidt        0.2 RE15
RE_Abbott         0.2 RE16
RE_Gibert         0.2 RE16
RE_Schmidt        0.2 RE16
RE_Abbott         0.2 RE17
RE_Gibert         0.2 RE17
RE_Schmidt        0.2 RE17
RE_Abbott         0.2 RE18
RE_Gibert         0.2 RE18
RE_Schmidt        0.2 RE18
RE_Abbott         0.2  RE2
RE_Gibert         0.2  RE2
RE_Schmidt        0.2  RE2
RE_Abbott         0.2  RE3
RE_Gibert         0.2  RE3
RE_Schmidt        0.2  RE3
RE_Abbott         0.2  RE4
RE_Gibert         0.2  RE4
RE_Schmidt        0.2  RE4
RE_Abbott         0.2  RE5
RE_Gibert         0.2  RE5
RE_Schmidt        0.2  RE5
RE_Abbott         0.2  RE6
RE_Gibert         0.2  RE6
RE_Schmidt        0.2  RE6
RE_Abbott         0.2  RE7
RE_Gibert         0.2  RE7
RE_Schmidt        0.2  RE7
RE_Abbott         0.2  RE8
RE_Gibert         0.2  RE8
GI_Abbott         0.2  GI1
GI_Gibert         0.2  GI1
GI_Schmidt        0.2  GI1
GI_Abbott         0.2 GI10
GI_Gibert         0.2 GI10
GI_Schmidt        0.2 GI10
GI_Abbott         0.2 GI11
GI_Gibert         0.2 GI11
GI_Schmidt        0.2 GI11
GI_Abbott         0.2 GI12
GI_Gibert         0.2 GI12
GI_Schmidt        0.2 GI12
GI_Gibert         0.2 GI13
GI_Schmidt        0.2 GI13
GI_Abbott         0.2 GI14
GI_Gibert         0.2 GI14
GI_Schmidt        0.2 GI14
GI_Abbott         0.2 GI15
GI_Gibert         0.2 GI15
GI_Schmidt        0.2 GI15
GI_Abbott         0.2  GI2
GI_Gibert         0.2  GI2
GI_Schmidt        0.2  GI2
GI_Abbott         0.2  GI3
GI_Gibert         0.2  GI3
GI_Schmidt        0.2  GI3
GI_Abbott         0.2  GI4
GI_Gibert         0.2  GI4
GI_Abbott         0.2  GI5
GI_Gibert         0.2  GI5
GI_Schmidt        0.2  GI5
GI_Abbott         0.2  GI6
GI_Gibert         0.2  GI6
GI_Abbott         0.2  GI7
GI_Gibert         0.2  GI7
GI_Schmidt        0.2  GI7
GI_Abbott         0.2  GI8
GI_Gibert         0.2  GI8
GI_Schmidt        0.2  GI8
GI_Abbott         0.2  GI9
GI_Gibert         0.2  GI9
GI_Schmidt        0.2  GI9
MU_Abbott         0.2  MU1
MU_Gibert         0.2  MU1
MU_Schmidt        0.2  MU1
MU_Abbott         0.2 MU10
MU_Gibert         0.2 MU10
MU_Schmidt        0.2 MU10
MU_Abbott         0.2 MU11
MU_Gibert         0.2 MU11
MU_Schmidt        0.2 MU11
MU_Abbott         0.2 MU12
MU_Gibert         0.2 MU12
MU_Schmidt        0.2 MU12
MU_Abbott         0.2 MU13
MU_Gibert         0.2 MU13
MU_Schmidt        0.2 MU13
MU_Abbott         0.2 MU14
MU_Gibert         0.2 MU14
MU_Schmidt        0.2 MU14
MU_Gibert         0.2 MU15
MU_Schmidt        0.2 MU15
MU_Abbott         0.2 MU16
MU_Gibert         0.2 MU16
MU_Schmidt        0.2 MU16
MU_Abbott         0.2 MU17
MU_Gibert         0.2 MU17
MU_Schmidt        0.2 MU17
MU_Abbott         0.2 MU18
MU_Gibert         0.2 MU18
MU_Schmidt        0.2 MU18
MU_Abbott         0.2 MU19
MU_Gibert         0.2 MU19
MU_Schmidt        0.2 MU19
MU_Abbott         0.2  MU2
MU_Gibert         0.2  MU2
MU_Schmidt        0.2  MU2
MU_Abbott         0.2 MU20
MU_Gibert         0.2 MU20
MU_Schmidt        0.2 MU20
MU_Abbott         0.2  MU3
MU_Gibert         0.2  MU3
MU_Schmidt        0.2  MU3
MU_Gibert         0.2  MU4
MU_Schmidt        0.2  MU4
MU_Abbott         0.2  MU5
MU_Gibert         0.2  MU5
MU_Schmidt        0.2  MU5
MU_Abbott         0.2  MU6
MU_Gibert         0.2  MU6
MU_Schmidt        0.2  MU6
MU_Gibert         0.2  MU7
MU_Schmidt        0.2  MU7
MU_Abbott         0.2  MU8
MU_Gibert         0.2  MU8
MU_Schmidt        0.2  MU8
MU_Abbott         0.2  MU9
MU_Gibert         0.2  MU9
MU_Schmidt        0.2  MU9
MA_Abbott         0.2 MA12
MA_Schmidt        0.2 MA12
MA_Abbott         0.2 MA13
MA_Gibert         0.2 MA13
MA_Schmidt        0.2 MA13
MA_Gibert         0.2 MA16
MA_Abbott         0.2 MA18
MA_Gibert         0.2 MA18
MA_Schmidt        0.2 MA18
MA_Abbott         0.2 MA19
MA_Gibert         0.2 MA19
MA_Schmidt        0.2 MA19
MA_Abbott         0.2 MA20
MA_Gibert         0.2 MA20
MA_Schmidt        0.2 MA20
MA_Abbott         0.2 MA21
MA_Gibert         0.2 MA21
MA_Schmidt        0.2 MA21
MA_Abbott         0.2 MA23
MA_Gibert         0.2 MA23
MA_Schmidt        0.2 MA23
MA_Abbott         0.2 MA26
MA_Gibert         0.2 MA26
MA_Schmidt        0.2 MA26
MA_Abbott         0.2 MA27
MA_Gibert         0.2 MA27
MA_Schmidt        0.2 MA27
MA_Abbott         0.2 MA28
MA_Gibert         0.2 MA28
MA_Schmidt        0.2 MA28
MA_Gibert         0.2  MA3
MA_Schmidt        0.2  MA3
MA_Abbott         0.2 MA30
MA_Gibert         0.2 MA30
MA_Schmidt        0.2 MA30
MA_Abbott         0.2 MA31
MA_Gibert         0.2 MA31
MA_Schmidt        0.2 MA31
MA_Abbott         0.2 MA32
MA_Gibert         0.2 MA32
MA_Schmidt        0.2 MA32
MA_Abbott         0.2 MA33
MA_Gibert         0.2 MA33
MA_Schmidt        0.2 MA33
MA_Abbott         0.2  MA5
MA_Gibert         0.2  MA5
MA_Schmidt        0.2  MA5
MA_Abbott         0.2  MA6
MA_Gibert         0.2  MA6
MA_Schmidt        0.2  MA6
MA_Abbott         0.2  MA7
MA_Gibert         0.2  MA7
MA_Schmidt        0.2  MA7
MA_Abbott         0.2  MA9
MA_Gibert         0.2  MA9
MA_Schmidt        0.2  MA9
UM_Abbott         0.2 UM13
UM_Gibert         0.2 UM13
UM_Schmidt        0.2 UM13
UM_Abbott         0.2 UM17
UM_Gibert         0.2 UM17
UM_Schmidt        0.2 UM17
UM_Abbott         0.2 UM18
UM_Gibert         0.2 UM18
UM_Schmidt        0.2 UM18
UM_Abbott         0.2  UM2
UM_Gibert         0.2  UM2
UM_Schmidt        0.2  UM2
UM_Abbott         0.2 UM20
UM_Gibert         0.2 UM20
UM_Schmidt        0.2 UM20
UM_Abbott         0.2 UM21
UM_Gibert         0.2 UM21
UM_Schmidt        0.2 UM21
UM_Abbott         0.2 UM22
UM_Gibert         0.2 UM22
UM_Schmidt        0.2 UM22
UM_Abbott         0.2 UM23
UM_Gibert         0.2 UM23
UM_Schmidt        0.2 UM23
UM_Abbott         0.2 UM25
UM_Gibert         0.2 UM25
UM_Schmidt        0.2 UM25
UM_Abbott         0.2 UM26
UM_Gibert         0.2 UM26
UM_Abbott         0.2 UM28
UM_Gibert         0.2 UM28
UM_Schmidt        0.2 UM28
UM_Abbott         0.2 UM29
UM_Gibert         0.2 UM29
UM_Schmidt        0.2 UM29
UM_Abbott         0.2  UM4
UM_Gibert         0.2  UM4
UM_Schmidt        0.2  UM4
UM_Abbott         0.2  UM5
UM_Gibert         0.2  UM5
UM_Schmidt        0.2  UM5
UM_Abbott         0.2  UM6
UM_Gibert         0.2  UM6
UM_Abbott         0.2  UM7
UM_Gibert         0.2  UM7
UM_Schmidt        0.2  UM7
UM_Abbott         0.2  UM8
UM_Gibert         0.2  UM8
UM_Abbott         0.2  UM9
UM_Gibert         0.2  UM9
UM_Schmidt        0.2  UM9
KA_Abbott         0.2  KA1
KA_Gibert         0.2  KA1
KA_Schmidt        0.2  KA1
KA_Abbott         0.2 KA10
KA_Gibert         0.2 KA10
KA_Schmidt        0.2 KA10
KA_Abbott         0.2 KA11
KA_Gibert         0.2 KA11
KA_Schmidt        0.2 KA11
KA_Abbott         0.2 KA13
KA_Gibert         0.2 KA13
KA_Schmidt        0.2 KA13
KA_Abbott         0.2 KA14
KA_Gibert         0.2 KA14
KA_Schmidt        0.2 KA14
KA_Abbott         0.2 KA15
KA_Gibert         0.2 KA15
KA_Abbott         0.2 KA16
KA_Gibert         0.2 KA16
KA_Schmidt        0.2 KA16
KA_Abbott         0.2 KA17
KA_Gibert         0.2 KA17
KA_Schmidt        0.2 KA17
KA_Abbott         0.2 KA18
KA_Gibert         0.2 KA18
KA_Schmidt        0.2 KA18
KA_Abbott         0.2  KA2
KA_Gibert         0.2  KA2
KA_Schmidt        0.2  KA2
KA_Abbott         0.2 KA23
KA_Gibert         0.2 KA23
KA_Schmidt        0.2 KA23
KA_Abbott         0.2 KA24
KA_Gibert         0.2 KA24
KA_Schmidt        0.2 KA24
KA_Abbott         0.2 KA25
KA_Gibert         0.2 KA25
KA_Schmidt        0.2 KA25
KA_Gibert         0.2 KA28
KA_Schmidt        0.2 KA28
KA_Abbott         0.2 KA29
KA_Gibert         0.2 KA29
KA_Schmidt        0.2 KA29
KA_Abbott         0.2  KA3
KA_Gibert         0.2  KA3
KA_Schmidt        0.2  KA3
KA_Abbott         0.2  KA5
KA_Gibert         0.2  KA5
KA_Schmidt        0.2  KA5
KA_Abbott         0.2  KA6
KA_Gibert         0.2  KA6
KA_Schmidt        0.2  KA6
KA_Abbott         0.2  KA7
KA_Gibert         0.2  KA7
KA_Schmidt        0.2  KA7
KA_Abbott         0.2  KA9
KA_Gibert         0.2  KA9
KA_Schmidt        0.2  KA9
VA_Abbott         0.2  VA1
VA_Gibert         0.2  VA1
VA_Abbott         0.2 VA11
VA_Gibert         0.2 VA11
VA_Schmidt        0.2 VA11
VA_Schmidt        0.2 VA15
VA_Abbott         0.2 VA18
VA_Gibert         0.2 VA18
VA_Schmidt        0.2 VA18
VA_Abbott         0.2 VA22
VA_Gibert         0.2 VA22
VA_Schmidt        0.2 VA22
VA_Abbott         0.2 VA26
VA_Gibert         0.2 VA26
VA_Schmidt        0.2 VA26
VA_Abbott         0.2 VA30
VA_Gibert         0.2 VA30
VA_Schmidt        0.2 VA30
VA_Abbott         0.2 VA34
VA_Gibert         0.2 VA34
VA_Schmidt        0.2 VA34
VA_Abbott         0.2 VA35
VA_Gibert         0.2 VA35
VA_Schmidt        0.2 VA35
VA_Abbott         0.2 VA44
VA_Gibert         0.2 VA44
VA_Schmidt        0.2 VA44
VA_Abbott         0.2 VA46
VA_Gibert         0.2 VA46
VA_Schmidt        0.2 VA46
VA_Abbott         0.2 VA47
VA_Gibert         0.2 VA47
VA_Schmidt        0.2 VA47
VA_Abbott         0.2 VA48
VA_Gibert         0.2 VA48
VA_Schmidt        0.2 VA48
VA_Abbott         0.2 VA55
VA_Gibert         0.2 VA55
VA_Schmidt        0.2 VA55
VA_Abbott         0.2 VA57
VA_Gibert         0.2 VA57
VA_Schmidt        0.2 VA57
VA_Abbott         0.2  VA6
VA_Gibert         0.2  VA6
VA_Abbott         0.2 VA66
VA_Gibert         0.2 VA66
VA_Schmidt        0.2 VA66
VA_Abbott         0.2 VA67
VA_Gibert         0.2 VA67
VA_Schmidt        0.2 VA67
VA_Abbott         0.2 VA71
VA_Gibert         0.2 VA71
VA_Schmidt        0.2 VA71
VA_Abbott         0.2  VA9
VA_Gibert         0.2  VA9
AK_Abbott         0.2  AK1
AK_Gibert         0.2  AK1
AK_Schmidt        0.2  AK1
AK_Abbott         0.2 AK10
AK_Gibert         0.2 AK10
AK_Schmidt        0.2 AK10
AK_Abbott         0.2 AK11
AK_Gibert         0.2 AK11
AK_Schmidt        0.2 AK11
AK_Abbott         0.2 AK12
AK_Gibert         0.2 AK12
AK_Schmidt        0.2 AK12
AK_Abbott         0.2 AK13
AK_Gibert         0.2 AK13
AK_Schmidt        0.2 AK13
AK_Abbott         0.2 AK14
AK_Gibert         0.2 AK14
AK_Schmidt        0.2 AK14
AK_Abbott         0.2 AK15
AK_Gibert         0.2 AK15
AK_Schmidt        0.2 AK15
AK_Abbott         0.2 AK16
AK_Gibert         0.2 AK16
AK_Schmidt        0.2 AK16
AK_Abbott         0.2 AK17
AK_Gibert         0.2 AK17
AK_Schmidt        0.2 AK17
AK_Abbott         0.2 AK18
AK_Gibert         0.2 AK18
AK_Schmidt        0.2 AK18
AK_Abbott         0.2  AK2
AK_Gibert         0.2  AK2
AK_Schmidt        0.2  AK2
AK_Abbott         0.2 AK20
AK_Gibert         0.2 AK20
AK_Schmidt        0.2 AK20
AK_Abbott         0.2 AK21
AK_Gibert         0.2 AK21
AK_Schmidt        0.2 AK21
AK_Abbott         0.2  AK3
AK_Gibert         0.2  AK3
AK_Schmidt        0.2  AK3
AK_Abbott         0.2  AK4
AK_Gibert         0.2  AK4
AK_Schmidt        0.2  AK4
AK_Abbott         0.2  AK5
AK_Gibert         0.2  AK5
AK_Schmidt        0.2  AK5
AK_Abbott         0.2  AK6
AK_Gibert         0.2  AK6
AK_Schmidt        0.2  AK6
AK_Abbott         0.2  AK7
AK_Gibert         0.2  AK7
AK_Schmidt        0.2  AK7
AK_Abbott         0.2  AK8
AK_Gibert         0.2  AK8
AK_Schmidt        0.2  AK8
AK_Abbott         0.2  AK9
AK_Gibert         0.2  AK9
AK_Schmidt        0.2  AK9

Number of studies combined: k = 485

                           
Random effects model 0.4524
                               95%-CI
Random effects model [0.4439; 0.4609]
                          z
Random effects model 104.44
                     p-value
Random effects model       0

Quantifying heterogeneity:
 tau^2 = 0.0080 [0.0069; 0.0092]; tau = 0.0894 [0.0830; 0.0957]
 I^2 = 89.2% [88.4%; 89.9%]; H = 3.04 [2.94; 3.15]

Test of heterogeneity:
       Q d.f. p-value
 4481.16  484       0

Results for subgroups (random effects model):
              k       
Line = YE11   3 0.4288
Line = YE13   3 0.4532
Line = YE14   3 0.4277
Line = YE15   3 0.4638
Line = YE19   3 0.4469
Line = YE20   3 0.4143
Line = YE21   3 0.5137
Line = YE22   3 0.5364
Line = YE23   3 0.5530
Line = YE24   3 0.4824
Line = YE26   3 0.4857
Line = YE27   3 0.4937
Line = YE33   3 0.4405
Line = YE40   3 0.4688
Line = YE41   3 0.4197
Line = YE48   3 0.5191
Line = YE49   3 0.4488
Line = YE51   3 0.4431
Line = YE69   3 0.3960
Line = YE80   3 0.5112
Line = RE1    2 0.5332
Line = RE10   3 0.4456
Line = RE11   3 0.5445
Line = RE12   3 0.4972
Line = RE13   3 0.3928
Line = RE15   3 0.4116
Line = RE16   3 0.4401
Line = RE17   3 0.4476
Line = RE18   3 0.4213
Line = RE2    3 0.4947
Line = RE3    3 0.3993
Line = RE4    3 0.4430
Line = RE5    3 0.4433
Line = RE6    3 0.4268
Line = RE7    3 0.5099
Line = RE8    2 0.4124
Line = GI1    3 0.4010
Line = GI10   3 0.4810
Line = GI11   3 0.4354
Line = GI12   3 0.4313
Line = GI13   2 0.4951
Line = GI14   3 0.4078
Line = GI15   3 0.4588
Line = GI2    3 0.4563
Line = GI3    3 0.3560
Line = GI4    2 0.3823
Line = GI5    3 0.4214
Line = GI6    2 0.4335
Line = GI7    3 0.4687
Line = GI8    3 0.4444
Line = GI9    3 0.4456
Line = MU1    3 0.5283
Line = MU10   3 0.4285
Line = MU11   3 0.4129
Line = MU12   3 0.4237
Line = MU13   3 0.4629
Line = MU14   3 0.5325
Line = MU15   2 0.4855
Line = MU16   3 0.4665
Line = MU17   3 0.4664
Line = MU18   3 0.5117
Line = MU19   3 0.4581
Line = MU2    3 0.5190
Line = MU20   3 0.4527
Line = MU3    3 0.4118
Line = MU4    2 0.5001
Line = MU5    3 0.4137
Line = MU6    3 0.4842
Line = MU7    2 0.5229
Line = MU8    3 0.4427
Line = MU9    3 0.4584
Line = MA12   2 0.5627
Line = MA13   3 0.4782
Line = MA16   1 0.4588
Line = MA18   3 0.4928
Line = MA19   3 0.5433
Line = MA20   3 0.5279
Line = MA21   3 0.5415
Line = MA23   3 0.5032
Line = MA26   3 0.5295
Line = MA27   3 0.5373
Line = MA28   3 0.4574
Line = MA3    2 0.5666
Line = MA30   3 0.5088
Line = MA31   3 0.4884
Line = MA32   3 0.5015
Line = MA33   3 0.4982
Line = MA5    3 0.5545
Line = MA6    3 0.5238
Line = MA7    3 0.4578
Line = MA9    3 0.4416
Line = UM13   3 0.4778
Line = UM17   3 0.5274
Line = UM18   3 0.4496
Line = UM2    3 0.4224
Line = UM20   3 0.4472
Line = UM21   3 0.5163
Line = UM22   3 0.4535
Line = UM23   3 0.4106
Line = UM25   3 0.3665
Line = UM26   2 0.4730
Line = UM28   3 0.5246
Line = UM29   3 0.4400
Line = UM4    3 0.4906
Line = UM5    3 0.4540
Line = UM6    2 0.4609
Line = UM7    3 0.5433
Line = UM8    2 0.4928
Line = UM9    3 0.5336
Line = KA1    3 0.3902
Line = KA10   3 0.4660
Line = KA11   3 0.4232
Line = KA13   3 0.4273
Line = KA14   3 0.3980
Line = KA15   2 0.3698
Line = KA16   3 0.3673
Line = KA17   3 0.3947
Line = KA18   3 0.4182
Line = KA2    3 0.4526
Line = KA23   3 0.3803
Line = KA24   3 0.4179
Line = KA25   3 0.4102
Line = KA28   2 0.4450
Line = KA29   3 0.4107
Line = KA3    3 0.3767
Line = KA5    3 0.4515
Line = KA6    3 0.4700
Line = KA7    3 0.5577
Line = KA9    3 0.4499
Line = VA1    2 0.4138
Line = VA11   3 0.4210
Line = VA15   1 0.3786
Line = VA18   3 0.3712
Line = VA22   3 0.4692
Line = VA26   3 0.3890
Line = VA30   3 0.3329
Line = VA34   3 0.4125
Line = VA35   3 0.3359
Line = VA44   3 0.4074
Line = VA46   3 0.4158
Line = VA47   3 0.3580
Line = VA48   3 0.3867
Line = VA55   3 0.3505
Line = VA57   3 0.3986
Line = VA6    2 0.4042
Line = VA66   3 0.3990
Line = VA67   3 0.3620
Line = VA71   3 0.4158
Line = VA9    2 0.3383
Line = AK1    3 0.4086
Line = AK10   3 0.4396
Line = AK11   3 0.4688
Line = AK12   3 0.4533
Line = AK13   3 0.4794
Line = AK14   3 0.3929
Line = AK15   3 0.4490
Line = AK16   3 0.4746
Line = AK17   3 0.4239
Line = AK18   3 0.3930
Line = AK2    3 0.4536
Line = AK20   3 0.4353
Line = AK21   3 0.4764
Line = AK3    3 0.5084
Line = AK4    3 0.4755
Line = AK5    3 0.4218
Line = AK6    3 0.4666
Line = AK7    3 0.4205
Line = AK8    3 0.4766
Line = AK9    3 0.5296
                      95%-CI
Line = YE11 [0.3452; 0.5123]
Line = YE13 [0.3630; 0.5434]
Line = YE14 [0.3886; 0.4668]
Line = YE15 [0.3878; 0.5398]
Line = YE19 [0.3380; 0.5559]
Line = YE20 [0.3242; 0.5043]
Line = YE21 [0.3933; 0.6341]
Line = YE22 [0.4468; 0.6260]
Line = YE23 [0.4435; 0.6625]
Line = YE24 [0.3718; 0.5930]
Line = YE26 [0.3357; 0.6357]
Line = YE27 [0.3662; 0.6212]
Line = YE33 [0.3524; 0.5285]
Line = YE40 [0.3398; 0.5978]
Line = YE41 [0.3380; 0.5014]
Line = YE48 [0.4386; 0.5996]
Line = YE49 [0.3723; 0.5253]
Line = YE51 [0.3557; 0.5304]
Line = YE69 [0.3458; 0.4461]
Line = YE80 [0.4228; 0.5996]
Line = RE1  [0.4807; 0.5858]
Line = RE10 [0.3975; 0.4937]
Line = RE11 [0.3734; 0.7156]
Line = RE12 [0.3765; 0.6179]
Line = RE13 [0.3414; 0.4442]
Line = RE15 [0.3745; 0.4487]
Line = RE16 [0.3860; 0.4942]
Line = RE17 [0.3725; 0.5228]
Line = RE18 [0.3728; 0.4699]
Line = RE2  [0.4010; 0.5885]
Line = RE3  [0.3562; 0.4423]
Line = RE4  [0.3665; 0.5195]
Line = RE5  [0.3943; 0.4922]
Line = RE6  [0.3155; 0.5380]
Line = RE7  [0.3693; 0.6505]
Line = RE8  [0.3705; 0.4542]
Line = GI1  [0.3152; 0.4868]
Line = GI10 [0.4163; 0.5457]
Line = GI11 [0.3197; 0.5511]
Line = GI12 [0.3501; 0.5125]
Line = GI13 [0.4251; 0.5650]
Line = GI14 [0.3033; 0.5124]
Line = GI15 [0.3338; 0.5838]
Line = GI2  [0.3700; 0.5427]
Line = GI3  [0.2584; 0.4536]
Line = GI4  [0.3100; 0.4545]
Line = GI5  [0.3431; 0.4997]
Line = GI6  [0.2759; 0.5912]
Line = GI7  [0.4044; 0.5330]
Line = GI8  [0.3824; 0.5063]
Line = GI9  [0.3417; 0.5496]
Line = MU1  [0.4365; 0.6202]
Line = MU10 [0.3373; 0.5197]
Line = MU11 [0.3255; 0.5004]
Line = MU12 [0.3411; 0.5062]
Line = MU13 [0.3960; 0.5298]
Line = MU14 [0.4390; 0.6259]
Line = MU15 [0.4217; 0.5492]
Line = MU16 [0.4096; 0.5234]
Line = MU17 [0.3662; 0.5667]
Line = MU18 [0.4353; 0.5880]
Line = MU19 [0.3698; 0.5464]
Line = MU2  [0.4592; 0.5787]
Line = MU20 [0.3339; 0.5716]
Line = MU3  [0.3701; 0.4535]
Line = MU4  [0.4509; 0.5494]
Line = MU5  [0.3357; 0.4917]
Line = MU6  [0.3917; 0.5768]
Line = MU7  [0.4582; 0.5876]
Line = MU8  [0.3099; 0.5755]
Line = MU9  [0.3650; 0.5518]
Line = MA12 [0.3990; 0.7264]
Line = MA13 [0.4063; 0.5502]
Line = MA16 [0.3932; 0.5243]
Line = MA18 [0.4376; 0.5480]
Line = MA19 [0.4906; 0.5961]
Line = MA20 [0.4592; 0.5965]
Line = MA21 [0.4934; 0.5897]
Line = MA23 [0.4676; 0.5388]
Line = MA26 [0.4673; 0.5917]
Line = MA27 [0.4181; 0.6564]
Line = MA28 [0.4047; 0.5102]
Line = MA3  [0.2502; 0.8829]
Line = MA30 [0.4179; 0.5996]
Line = MA31 [0.4251; 0.5518]
Line = MA32 [0.3424; 0.6606]
Line = MA33 [0.4621; 0.5343]
Line = MA5  [0.5026; 0.6064]
Line = MA6  [0.4583; 0.5892]
Line = MA7  [0.3848; 0.5308]
Line = MA9  [0.3782; 0.5049]
Line = UM13 [0.3923; 0.5632]
Line = UM17 [0.4395; 0.6153]
Line = UM18 [0.3130; 0.5862]
Line = UM2  [0.3610; 0.4838]
Line = UM20 [0.2984; 0.5960]
Line = UM21 [0.4188; 0.6138]
Line = UM22 [0.3817; 0.5253]
Line = UM23 [0.3741; 0.4471]
Line = UM25 [0.1458; 0.5871]
Line = UM26 [0.2937; 0.6522]
Line = UM28 [0.4008; 0.6484]
Line = UM29 [0.3279; 0.5520]
Line = UM4  [0.3606; 0.6206]
Line = UM5  [0.3993; 0.5087]
Line = UM6  [0.3680; 0.5539]
Line = UM7  [0.4326; 0.6540]
Line = UM8  [0.3371; 0.6485]
Line = UM9  [0.3937; 0.6735]
Line = KA1  [0.2336; 0.5468]
Line = KA10 [0.4183; 0.5137]
Line = KA11 [0.3734; 0.4730]
Line = KA13 [0.3877; 0.4669]
Line = KA14 [0.1661; 0.6299]
Line = KA15 [0.0907; 0.6489]
Line = KA16 [0.2042; 0.5304]
Line = KA17 [0.2750; 0.5143]
Line = KA18 [0.3823; 0.4541]
Line = KA2  [0.2824; 0.6228]
Line = KA23 [0.1454; 0.6153]
Line = KA24 [0.3070; 0.5289]
Line = KA25 [0.3743; 0.4461]
Line = KA28 [0.3956; 0.4944]
Line = KA29 [0.1443; 0.6772]
Line = KA3  [0.2308; 0.5226]
Line = KA5  [0.2526; 0.6505]
Line = KA6  [0.2477; 0.6922]
Line = KA7  [0.4393; 0.6761]
Line = KA9  [0.2842; 0.6155]
Line = VA1  [0.2209; 0.6067]
Line = VA11 [0.2619; 0.5801]
Line = VA15 [0.3015; 0.4558]
Line = VA18 [0.2369; 0.5055]
Line = VA22 [0.2863; 0.6520]
Line = VA26 [0.1847; 0.5934]
Line = VA30 [0.2489; 0.4169]
Line = VA34 [0.2906; 0.5343]
Line = VA35 [0.1990; 0.4727]
Line = VA44 [0.2684; 0.5464]
Line = VA46 [0.2090; 0.6226]
Line = VA47 [0.1874; 0.5286]
Line = VA48 [0.2522; 0.5213]
Line = VA55 [0.2392; 0.4618]
Line = VA57 [0.2961; 0.5012]
Line = VA6  [0.0722; 0.7363]
Line = VA66 [0.2455; 0.5525]
Line = VA67 [0.2490; 0.4750]
Line = VA71 [0.2802; 0.5514]
Line = VA9  [0.1307; 0.5458]
Line = AK1  [0.3453; 0.4720]
Line = AK10 [0.3529; 0.5263]
Line = AK11 [0.4165; 0.5211]
Line = AK12 [0.3826; 0.5241]
Line = AK13 [0.3172; 0.6417]
Line = AK14 [0.3355; 0.4504]
Line = AK15 [0.3684; 0.5296]
Line = AK16 [0.4130; 0.5361]
Line = AK17 [0.3292; 0.5186]
Line = AK18 [0.3014; 0.4847]
Line = AK2  [0.3755; 0.5316]
Line = AK20 [0.3521; 0.5186]
Line = AK21 [0.3182; 0.6346]
Line = AK3  [0.4727; 0.5441]
Line = AK4  [0.3270; 0.6241]
Line = AK5  [0.3712; 0.4723]
Line = AK6  [0.3170; 0.6161]
Line = AK7  [0.3735; 0.4674]
Line = AK8  [0.3658; 0.5874]
Line = AK9  [0.3936; 0.6655]
              tau^2    tau      Q
Line = YE11  0.0041 0.0643   8.57
Line = YE13  0.0053 0.0726  13.07
Line = YE14  0.0002 0.0135   2.39
Line = YE15  0.0034 0.0586   8.84
Line = YE19  0.0081 0.0899  16.73
Line = YE20  0.0051 0.0714  11.83
Line = YE21  0.0102 0.1009  20.18
Line = YE22  0.0052 0.0720  12.39
Line = YE23  0.0083 0.0910  18.78
Line = YE24  0.0084 0.0918  20.54
Line = YE26  0.0164 0.1279  34.12
Line = YE27  0.0116 0.1077  27.95
Line = YE33  0.0050 0.0705  11.72
Line = YE40  0.0118 0.1088  24.24
Line = YE41  0.0041 0.0643   9.24
Line = YE48  0.0040 0.0631  10.53
Line = YE49  0.0036 0.0602  10.58
Line = YE51  0.0048 0.0692  11.51
Line = YE69  0.0009 0.0304   3.70
Line = YE80  0.0050 0.0709  12.69
Line = RE1   0.0005 0.0232   1.58
Line = RE10  0.0007 0.0262   3.08
Line = RE11  0.0217 0.1473  32.84
Line = RE12  0.0102 0.1010  17.41
Line = RE13  0.0009 0.0295   3.63
Line = RE15       0      0   1.64
Line = RE16  0.0012 0.0343   4.10
Line = RE17  0.0032 0.0565   7.01
Line = RE18  0.0007 0.0269   3.43
Line = RE2   0.0057 0.0755  10.72
Line = RE3   0.0002 0.0150   2.43
Line = RE4   0.0034 0.0583   7.07
Line = RE5   0.0006 0.0252   2.94
Line = RE6   0.0085 0.0921  14.49
Line = RE7   0.0144 0.1199  23.47
Line = RE8        0      0   0.49
Line = GI1   0.0045 0.0674   8.86
Line = GI10  0.0022 0.0472   7.08
Line = GI11  0.0092 0.0961  20.41
Line = GI12  0.0039 0.0628   9.73
Line = GI13  0.0011 0.0336   1.78
Line = GI14  0.0073 0.0856  15.68
Line = GI15  0.0110 0.1048  19.68
Line = GI2   0.0046 0.0681  11.27
Line = GI3   0.0061 0.0781  13.79
Line = GI4   0.0017 0.0412   2.65
Line = GI5   0.0036 0.0599   8.42
Line = GI6   0.0120 0.1093  13.16
Line = GI7   0.0020 0.0447   5.49
Line = GI8   0.0018 0.0426   5.29
Line = GI9   0.0071 0.0842  15.42
Line = MU1   0.0055 0.0741  12.01
Line = MU10  0.0054 0.0736  13.56
Line = MU11  0.0049 0.0699  10.36
Line = MU12  0.0042 0.0651  10.74
Line = MU13  0.0024 0.0491   6.68
Line = MU14  0.0057 0.0757  13.50
Line = MU15  0.0008 0.0290   1.65
